log.annual.inc,dti,fico,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,revol.bal_to_income,years_with_cr_line
12.20607265,0.0,677,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0.0,10.35605022739726
10.30895266,18.64,702,15840.0,47.1,0.0,0.0,0.0,0,1,0,0,0,0,0,0.5280000003401868,14.219178082191782
11.21182037,14.37,797,6844.0,14.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0.09248648668869033,15.372488583561642
8.987196821,3.0,762,1321.0,16.5,0.0,0.0,0.0,0,0,0,1,0,0,0,0.16512499994418336,18.246461186301367
10.37349118,14.78,772,4737.0,23.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0.14803125026377145,11.997260273972604
11.19821472,9.96,722,23489.0,37.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0.3217671233296711,8.46563926849315
11.73606902,0.27,792,2817.0,10.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0.02253599991626609,20.517694063013696
10.71441777,1.12,782,1783.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0.03962222217279176,15.90958904109589
10.217422,10.7,712,3534.0,54.4,0.0,0.0,0.0,0,0,0,0,0,0,1,0.12909117425227945,3.778082191780822
10.77895629,4.05,762,2422.0,23.3,0.0,0.0,0.0,0,0,0,0,0,0,1,0.05045833332778433,7.479337898630137
9.510444964,16.44,712,2864.0,41.1,1.0,0.0,0.0,0,0,0,1,0,0,0,0.21214814823863387,4.520433789041096
10.86283777,12.57,627,3075.0,92.3,1.0,0.0,0.0,0,0,1,0,0,0,0,0.05890804620502861,3.8602739726027395
11.00209984,17.12,747,17214.0,8.1,2.0,1.0,0.0,0,0,0,0,0,0,1,0.28690000034549595,38.38070775342466
9.903487553,2.04,662,1153.0,75.8,2.0,0.0,0.0,0,1,0,0,0,0,0,0.057649999973257794,3.1205479452054794
11.88448902,10.15,682,41674.0,74.1,0.0,0.0,0.0,1,1,0,0,0,0,0,0.28740689695487304,11.53413241917808
11.22524339,15.0,682,43039.0,93.4,3.0,0.0,0.0,0,1,0,0,0,0,0,0.5738533347785532,12.271232876712329
11.00209984,7.72,712,3362.0,69.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0.05603333340081081,6.284817350684931
11.08214255,7.14,682,11868.0,71.9,0.0,2.0,0.0,0,0,1,0,0,0,0,0.18258461517971414,23.91780821917808
10.59663473,2.55,772,2562.0,14.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0.06405000019830351,22.438242008219177
9.903487553,1.5,682,1882.0,32.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0.09409999995634967,3.863013698630137
10.49551521,7.47,667,1064.0,70.9,2.0,0.0,1.0,0,0,1,0,0,0,0,0.02943047608231718,6.986301369863014
11.49272276,8.52,752,6432.0,6.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0.06563265290716559,13.643721460273971
10.43382164,14.47,687,4485.0,36.9,1.0,0.0,0.0,1,0,0,0,0,0,0,0.13195057405311492,3.041095890410959
11.26446411,11.06,702,16310.0,20.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0.20910256319751142,13.643721460273971
11.77528973,8.55,712,20969.0,40.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0.16129999990930402,16.273972602739725
10.46310334,17.38,707,22213.0,65.9,0.0,0.0,0.0,0,0,1,0,0,0,0,0.6346571431564159,7.397146117808219
12.32385568,6.48,752,2160.0,2.3,1.0,0.0,0.0,0,0,0,0,1,0,0,0.009600000011390955,14.630022830136985
11.15625052,4.56,812,813.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0116142857262658,26.873972602739727
11.91839057,2.72,757,23678.0,24.4,4.0,0.0,0.0,0,0,0,0,1,0,0,0.15785333381926794,14.252054794520548
10.77895629,15.13,722,11289.0,47.8,3.0,0.0,0.0,0,0,1,0,0,0,0,0.23518749997413596,7.232876712328767
12.26904744,6.45,677,56411.0,75.3,0.0,0.0,0.0,1,0,0,0,0,0,1,0.2648403768293697,17.095890410958905
11.22524339,20.0,772,269.0,3.8,3.0,0.0,0.0,1,0,0,0,1,0,0,0.0035866666756995008,13.482077624657533
10.37349118,20.0,682,3408.0,35.1,1.0,0.0,0.0,1,0,0,0,1,0,0,0.10650000018976845,15.046575342465754
10.59663473,13.5,712,6513.0,34.3,3.0,0.0,1.0,1,0,1,0,0,0,0,0.16282500050411816,14.709474884931506
10.59663473,3.45,772,330.0,11.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.008250000025542607,4.76700913150685
11.15625052,6.07,712,5967.0,19.8,1.0,0.0,0.0,0,1,0,0,0,0,0,0.08524285723078479,6.986301369863014
9.798127037,18.0,707,5533.0,79.6,1.0,0.0,0.0,0,0,0,0,0,0,0,0.3073888888514801,6.005479452054795
11.73606902,2.14,762,21050.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.1683999993742993,22.931506849315067
10.81977828,5.35,762,21050.0,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4210000018567294,22.931506849315067
11.69524702,15.0,742,8155.0,14.9,1.0,0.0,0.0,0,0,0,0,0,0,0,0.06795833345322427,8.29041095890411
11.51292546,15.0,722,8155.0,14.9,1.0,0.0,0.0,0,0,0,0,0,0,0,0.08155000040532213,8.29041095890411
11.03488966,12.23,737,3678.0,30.7,0.0,0.0,0.0,0,0,0,0,1,0,0,0.059322580884066924,7.479337898630137
10.46310334,7.1,662,2040.0,36.2,2.0,0.0,0.0,0,0,1,0,0,0,0,0.058285714313198955,8.065753424657535
11.00209984,19.52,667,33074.0,68.8,2.0,0.0,0.0,0,1,0,0,0,0,0,0.5512333339971496,7.399885843835617
11.03165864,3.46,747,1918.0,17.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.031035598812443534,6.901369863013699
11.40756495,5.24,662,22379.0,62.2,0.0,0.0,0.0,0,1,0,0,0,0,0,0.24865555538458067,4.8493150684931505
11.47210347,2.86,737,10296.0,42.5,0.0,0.0,0.0,1,0,0,0,0,0,1,0.10725000004825959,6.0
9.61580548,12.24,672,2867.0,55.1,3.0,0.0,0.0,1,0,0,0,0,0,1,0.19113333334945476,3.5341324191780825
10.30895266,12.36,682,12310.0,86.1,0.0,0.0,0.0,0,0,1,0,0,0,0,0.4103333335977083,4.8493150684931505
11.91839057,4.8,767,61921.0,39.1,0.0,0.0,0.0,0,0,1,0,0,0,0,0.41280666793744786,36.57522830136986
11.38509209,18.0,702,16738.0,26.1,2.0,0.0,0.0,0,1,0,0,0,0,0,0.19020454611271842,10.205479452054794
11.05089001,3.49,792,40384.0,9.2,1.0,0.0,0.0,0,0,0,0,0,0,0,0.641015870050322,16.27123287671233
10.71441777,5.0,762,1359.0,5.6,2.0,0.0,0.0,0,0,1,0,0,0,0,0.030199999962324173,5.838356164383562
12.32385568,20.0,727,107501.0,44.8,2.0,0.0,0.0,0,0,1,0,0,0,0,0.4777822227891384,28.197260273972603
12.06104687,0.72,787,3054.0,5.6,3.0,0.0,0.0,0,0,0,0,0,0,0,0.017653179252183022,21.945205479452056
11.40756495,2.44,792,40384.0,9.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4487111108025786,23.884817350684934
11.44035477,9.66,792,128000.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1.3763440889605398,12.408219178082192
11.6784399,0.43,772,4709.0,18.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0.039906779798607586,16.263013698630136
10.71441777,2.8,667,2850.0,75.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.06333333325432222,14.95890410958904
11.47210347,16.89,702,51.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0005312500002390481,11.178082191780822
11.91839057,5.84,792,37152.0,3.7,0.0,0.0,0.0,0,0,0,0,1,0,0,0.2476800007624564,14.698515980821917
11.22524339,9.55,762,3839.0,16.6,1.0,0.0,0.0,0,0,1,0,0,0,0,0.05118666679557763,15.6163242
11.35040654,3.11,797,37152.0,3.7,0.0,0.0,0.0,0,0,0,0,1,0,0,0.4370823509622659,14.69577625479452
11.15625052,10.2,672,26283.0,39.5,0.0,1.0,0.0,1,1,0,0,0,0,0,0.3754714289587257,9.860159816438356
10.71441777,5.87,692,5607.0,42.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0.12459999984455603,4.7724885835616435
10.04324949,5.01,662,1061.0,81.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0.04613043500916853,3.041095890410959
11.69524702,14.4,722,56740.0,77.5,1.0,0.0,0.0,0,0,1,0,0,0,0,0.47283333416749784,12.821803652054793
10.95080655,7.22,712,40598.0,77.3,1.0,0.0,0.0,0,1,0,0,0,0,0,0.7122456117677877,15.12054794520548
11.1844214,17.83,687,3815.0,6.5,1.0,0.0,0.0,0,0,1,0,0,0,0,0.05298611100504313,3.5341324191780825
11.69524702,0.0,772,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10.76700913150685
11.60823564,0.22,812,50.0,0.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0.000454545456715706,44.41917808219178
11.42954386,1.53,667,4569.0,56.4,1.0,0.0,0.0,0,0,0,0,0,0,1,0.04966304328115702,9.873858446575342
9.852194258,8.15,692,8528.0,86.1,0.0,0.0,0.0,0,0,0,1,0,0,0,0.4488421053298454,8.46563926849315
10.3859137,22.15,747,14345.0,45.8,0.0,0.0,0.0,0,1,0,0,0,0,0,0.44274691436852287,7.640981734246576
10.81977828,18.38,707,113.0,2.4,1.0,0.0,0.0,0,0,0,0,0,0,1,0.002260000009967241,9.202739726027398
11.03811028,9.8,677,12231.0,81.0,3.0,0.0,0.0,1,0,1,0,0,0,0,0.19663987113236742,8.46563926849315
10.95080655,20.76,667,13552.0,69.1,0.0,1.0,0.0,0,0,1,0,0,0,0,0.23775438520806585,10.273972602739725
11.37710574,10.6,692,16813.0,63.9,0.0,0.0,0.0,0,1,0,0,0,0,0,0.19258877469334504,6.821803652054794
10.57131693,5.08,667,26233.0,62.9,3.0,0.0,1.0,1,0,1,0,0,0,0,0.6726410223530106,10.10958904109589
11.35040654,2.64,782,5760.0,16.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0677647055755451,25.232876712328768
10.727663,3.26,687,105.0,35.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0.0023026315685912317,17.83550228219178
10.9525594,13.77,682,11490.0,95.7,0.0,0.0,0.0,0,0,1,0,0,0,0,0.20122591856306,5.917808219178082
10.59663473,20.67,692,17641.0,30.5,3.0,1.0,0.0,0,0,0,0,1,0,0,0.4410250013654458,14.383561643835616
10.30895266,20.4,742,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8.95890410958904
10.91508846,12.0,797,12430.0,19.2,1.0,0.0,0.0,0,0,0,0,0,0,0,0.22600000095250147,24.08219178082192
10.49127422,9.87,707,12323.0,44.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.34230555467865353,4.273972602739726
11.40756495,9.13,697,38624.0,97.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4291555552604694,9.04109589041096
9.210340372,0.0,662,875.0,54.7,2.0,1.0,0.0,1,0,0,0,0,0,1,0.08749999999791605,6.164383561643835
11.35040654,6.38,667,1196.0,12.0,3.0,4.0,0.0,0,0,0,0,0,0,1,0.014070588171588879,19.808105021917807
13.08154138,2.4,697,26628.0,60.4,3.0,1.0,0.0,0,0,0,0,0,0,1,0.05547500015999394,7.561529679452055
10.34174248,24.81,767,6752.0,24.6,2.0,0.0,0.0,0,0,0,0,0,0,0,0.21780645236809976,15.862899542465753
9.433483923,14.4,662,458.0,91.6,1.0,0.0,0.0,1,0,1,0,0,0,0,0.03664000001063995,4.024657534246575
11.56171563,9.71,752,16786.0,44.7,0.0,0.0,0.0,0,1,0,0,0,0,0,0.159866666529127,9.613584473972603
11.69524702,12.16,742,7336.0,29.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0.06113333344118372,26.630022830136987
11.03488966,3.83,702,7089.0,41.9,1.0,0.0,0.0,0,0,0,0,0,0,0,0.11433871013788756,10.10958904109589
10.89673933,6.29,742,18388.0,68.9,0.0,0.0,0.0,0,0,1,0,0,0,0,0.3405185170019889,13.972602739726028
10.37349118,1.13,677,613.0,76.6,2.0,0.0,0.0,0,1,0,0,0,0,0,0.01915625003413382,5.260273972602739
10.2791805,12.77,662,566.0,51.5,3.0,1.0,0.0,1,0,0,1,0,0,0,0.019436813231724307,3.041095890410959
10.50232405,18.92,682,9166.0,50.4,1.0,0.0,0.0,0,0,1,0,0,0,0,0.2518131877259672,6.079452054794521
10.57131693,11.78,707,5406.0,33.4,0.0,0.0,1.0,1,0,0,0,0,0,0,0.1386153839378026,13.394520547945206
10.46310334,5.83,687,1188.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0.03394285715886292,5.914954336986302
9.798127037,15.4,707,12003.0,40.4,1.0,0.0,0.0,0,0,0,1,0,0,0,0.6668333332521806,30.81906391780822
11.00209984,8.14,707,20511.0,62.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0.3418500004116688,13.150684931506849
11.15625052,18.0,732,55720.0,10.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0.7960000008210706,10.112328767123287
10.79957558,9.89,772,7744.0,17.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.15804081586706847,27.041095890410958
11.15625052,17.57,737,51761.0,38.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.7394428579055893,14.876598172602739
10.71441777,17.76,717,579.0,23.2,0.0,0.0,0.0,0,1,0,0,0,0,0,0.012866666650614934,4.109589041095891
11.35040654,16.87,707,34776.0,54.3,0.0,0.0,0.0,1,0,1,0,0,0,0,0.4091294099123535,24.821803652054797
10.92233487,10.05,692,8047.0,33.8,0.0,0.0,0.0,0,0,1,0,0,0,0,0.14525270797854806,5.178082191780822
9.61580548,24.4,737,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8.794406391780822
10.1266311,18.19,672,409.0,81.8,0.0,1.0,0.0,0,0,1,0,0,0,0,0.016360000062991514,7.0849315068493155
10.95080655,8.93,822,185.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,1,0.003245614024755917,26.56700913150685
11.33857208,4.84,727,48251.0,50.1,2.0,0.0,0.0,0,0,1,0,0,0,0,0.574416665417569,17.34246575342466
10.54534144,19.93,687,772.0,96.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.02031578944744684,7.068493150684931
10.81977828,8.04,672,1019.0,4.5,1.0,1.0,0.0,0,0,1,0,0,0,0,0.02038000008988158,8.463013698630137
10.75177778,16.39,692,8332.0,39.9,2.0,0.0,0.0,0,0,0,0,0,0,1,0.1783657649744064,15.452054794520548
11.15625052,9.09,797,1790.0,4.5,1.0,0.0,0.0,0,0,0,0,0,0,0,0.02557142859780539,16.68481735068493
11.22524339,24.85,722,62739.0,74.7,3.0,0.0,0.0,1,0,1,0,0,0,0,0.8365200021067323,17.34246575342466
11.59910316,24.01,767,29901.0,71.2,2.0,0.0,0.0,1,0,0,0,0,0,0,0.274321101249711,12.783447487671232
10.858999,11.31,667,5867.0,74.3,1.0,0.0,0.0,0,0,1,0,0,0,0,0.11282692280202747,4.273972602739726
11.26446411,0.8,732,10605.0,22.1,1.0,0.0,0.0,0,0,0,0,1,0,0,0.13596153787305998,5.835502282191781
11.69524702,16.97,697,57196.0,44.5,3.0,0.0,0.0,1,0,1,0,0,0,0,0.4766333341742018,26.46301369863014
12.52452638,2.97,712,481.0,80.2,2.0,0.0,0.0,1,0,0,0,1,0,0,0.0017490909032291963,13.476712328767123
10.30895266,4.2,737,2282.0,19.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0.0760666667156759,4.273972602739726
9.574983486,8.92,672,3614.0,61.3,1.0,0.0,0.0,0,0,0,0,0,0,0,0.2509722221128213,3.1232876712328768
11.05879518,8.5,682,14930.0,79.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0.2351181113837808,18.739611871232874
11.66134547,13.07,727,33989.0,82.9,0.0,0.0,0.0,0,1,0,0,0,0,0,0.29300862071558675,28.849200904109587
10.1266311,3.84,632,1238.0,61.9,1.0,1.0,0.0,0,0,0,0,0,0,0,0.049520000190668684,4.191780821917808
10.62132735,15.37,747,4746.0,18.5,2.0,0.0,0.0,0,0,0,1,0,0,0,0.11575609706165534,20.54794520547945
9.952277717,6.34,752,3470.0,25.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.16523809518944266,8.2986301369863
11.03488966,11.98,682,12640.0,83.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0.20387096856297063,4.928767123287671
11.44035477,0.0,812,368.0,1.2,0.0,0.0,0.0,0,0,0,0,1,0,0,0.003956989255761552,22.602739726027398
11.09741002,19.82,677,30597.0,89.5,1.0,1.0,0.0,0,1,0,0,0,0,0,0.46359090955846965,11.753424657534246
10.20359214,10.8,682,8537.0,75.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0.31618518676183205,13.835616438356164
10.46310334,15.74,692,15649.0,54.5,2.0,0.0,0.0,0,0,1,0,0,0,0,0.44711428592512276,4.1097031972602736
10.858999,9.55,767,4067.0,7.3,0.0,0.0,0.0,0,0,0,1,0,0,0,0.07821153827098104,35.506963479452054
10.46310334,7.51,687,5836.0,68.7,0.0,0.0,1.0,0,0,1,0,0,0,0,0.16674285722148485,7.657534246575342
11.38509209,11.95,702,24615.0,94.7,0.0,0.0,0.0,0,1,0,0,0,0,0,0.27971591005882207,13.89041095890411
10.30895266,7.88,687,7600.0,71.7,0.0,0.0,1.0,0,0,0,0,0,0,0,0.2533333334965543,14.05490867671233
10.83958091,18.68,682,9495.0,87.9,2.0,0.0,0.0,1,0,1,0,0,0,0,0.18617647090593842,5.175456621917808
9.903487553,10.26,757,4921.0,30.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0.24604999988586435,17.34257990958904
11.46163217,1.83,667,11200.0,23.2,1.0,0.0,0.0,0,0,0,1,0,0,0,0.11789473691079995,9.372716895890411
11.13730067,6.11,777,2444.0,5.6,3.0,0.0,0.0,0,0,1,0,0,0,0,0.03558221481847076,20.383675800000002
11.00209984,0.82,767,916.0,6.8,0.0,0.0,0.0,0,0,1,0,0,0,0,0.01526666668505137,5.7534246575342465
13.33100224,3.83,782,148829.0,6.6,5.0,0.0,0.0,1,0,0,0,0,0,1,0.241605520088316,10.027397260273972
10.69194491,18.71,747,3209.0,12.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0.07293181839334949,9.945205479452055
11.28978191,17.17,677,7570.0,82.3,0.0,0.0,0.0,0,1,0,0,0,0,0,0.09462500034595073,10.520662101369863
11.28978191,9.23,687,13126.0,96.5,0.0,0.0,1.0,0,0,1,0,0,0,0,0.1640750005998612,6.901369863013699
11.91839057,20.48,687,66654.0,51.6,1.0,0.0,0.0,0,0,1,0,0,0,0,0.44436000136791476,12.197374430136987
11.46163217,1.2,812,50.0,0.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0.000526315789780357,44.54531964383562
9.392661929,16.7,687,3084.0,65.6,3.0,0.0,0.0,1,0,0,1,0,0,0,0.2569999999409251,5.668493150684932
11.42954386,6.48,712,2598.0,23.8,1.0,0.0,0.0,0,0,0,0,0,0,1,0.028239130322706488,15.369977169863015
11.03488966,17.81,682,18168.0,68.5,2.0,0.0,0.0,0,1,0,0,0,0,0,0.2930322592446242,17.34257990958904
10.40134951,22.79,682,24218.0,85.3,2.0,0.0,0.0,0,0,0,0,0,0,0,0.7360199367197513,25.723287671232878
9.798127037,4.27,722,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.027397260273973
12.20607265,10.7,697,72303.0,73.7,1.0,0.0,0.0,0,1,0,0,0,0,0,0.361514998384091,20.054794520547944
11.9381932,0.12,757,1032.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.00674509804174221,3.090525115068493
10.65725935,14.6,677,133.0,4.2,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0031294117800791423,9.945205479452055
10.70099475,12.16,682,34023.0,57.7,1.0,2.0,0.0,1,0,1,0,0,0,0,0.766283782573298,5.835616438356165
11.1844214,11.18,757,12430.0,29.6,5.0,0.0,0.0,0,0,0,0,0,1,0,0.1726388885432991,12.328881279452055
10.77895629,13.53,787,10742.0,8.9,3.0,0.0,0.0,0,0,1,0,0,0,0,0.22379166664205585,28.109703205479452
10.59663473,7.02,667,2197.0,75.8,0.0,2.0,0.0,1,0,1,0,0,0,0,0.054925000170051835,7.641210046575343
10.69194491,15.3,692,88.0,23.8,1.0,3.0,0.0,1,0,0,0,0,0,0,0.002000000005800796,12.082191780821917
10.81977828,11.88,702,13867.0,33.7,0.0,0.0,0.0,0,0,1,0,0,0,0,0.27734000122314806,19.23299086849315
11.19134184,10.28,702,3943.0,98.6,3.0,0.0,0.0,1,0,0,0,0,0,0,0.05438620694238659,13.479566210958906
10.08580911,19.45,757,5405.0,40.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0.22520833318246244,10.60285388219178
10.42228135,23.96,712,12102.0,49.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0.3601785699703147,8.301484019178082
11.61045137,18.3,682,18076.0,81.4,1.0,0.0,0.0,0,0,1,0,0,0,0,0.16396357172340376,11.997260273972604
10.20359214,23.2,702,4504.0,39.2,1.0,0.0,0.0,1,0,1,0,0,0,0,0.1668148156466313,14.463127854794521
10.858999,9.74,712,25852.0,60.5,0.0,0.0,0.0,0,0,0,0,0,0,1,0.4971538449425625,13.312442923287673
10.858999,17.56,707,32438.0,43.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0.6238076907878246,22.084931506849315
10.93131966,11.51,747,20380.0,48.1,2.0,0.0,0.0,0,0,1,0,0,0,0,0.3645796061276964,17.096004567123288
